customer_id,issue_date,age,gender,marital_status,dependents,education_level,employment_status,annual_income,credit_score,loan_amount,term_months,interest_rate_pct,loan_purpose,home_ownership,default_12m
2473,2025-03-06,62,Male,Married,1.0,Lehre/AHS,Retired,41524.32,751,24000.36,60,2.47,Car,Mortgage,0
2474,2024-09-27,43,Male,Married,1.0,Lehre/AHS,Employed,88477.54,724,20658.01,60,4.09,Home improvement,Rent,0
2475,2024-04-08,39,Female,Single,1.0,Pflichtschule,Self-employed,47935.21,611,10479.24,36,11.67,Other,Rent,0
2476,2025-01-31,44,Male,Single,0.0,Lehre/AHS,Employed,68328.99,686,16667.89,48,7.51,Other,Own,0
2477,2023-04-17,49,Male,Married,0.0,Lehre/AHS,Employed,40306.82,643,7758.2,48,10.78,Other,Own,0
2478,2024-11-12,18,Male,Divorced,0.0,Lehre/AHS,Self-employed,121562.31,725,17747.07,60,5.03,Home improvement,Rent,0
2479,2023-04-12,58,Male,Married,0.0,Lehre/AHS,Retired,13457.51,621,8219.6,48,10.66,Furniture/Appliances,Own,0
2480,2024-11-15,44,Male,Single,0.0,Lehre/AHS,Employed,71594.77,657,13373.82,48,6.97,Home improvement,Mortgage,0
2481,2023-09-07,30,Female,Married,1.0,Pflichtschule,Employed,50731.02,743,15852.96,60,4.78,Home improvement,Rent,0
2482,2025-02-07,29,Female,Divorced,0.0,Pflichtschule,Unemployed,6403.99,663,15256.2,36,6.13,Car,Rent,0
2483,2025-03-31,45,Male,Married,1.0,Lehre/AHS,Employed,48349.54,781,16679.84,48,2.61,Car,Mortgage,0
2484,2023-04-28,41,Male,Single,0.0,Lehre/AHS,Unemployed,6663.21,609,26062.2,48,12.21,Home improvement,Rent,0
2485,2024-02-13,45,Female,Divorced,1.0,Lehre/AHS,Employed,29107.83,638,34407.99,60,8.73,Car,Rent,1
2486,2025-04-24,55,Male,Single,0.0,Lehre/AHS,Retired,13222.48,709,12599.78,48,5.99,Other,Mortgage,0
2487,2024-03-01,41,Male,Married,2.0,Lehre/AHS,Employed,68044.51,631,7667.12,12,9.7,Education,Mortgage,0
2488,2025-01-27,73,Male,Married,0.0,Lehre/AHS,Retired,35817.39,750,8756.09,36,4.27,Furniture/Appliances,Own,0
2489,2024-05-15,40,Male,Divorced,1.0,Lehre/AHS,Employed,24407.72,578,22275.27,48,11.59,Car,Rent,0
2490,2023-11-15,58,Female,Divorced,2.0,Lehre/AHS,Employed,81165.33,715,9631.38,36,5.86,Furniture/Appliances,Mortgage,0
2491,2023-09-14,34,Female,Divorced,1.0,Lehre/AHS,Part-time,21223.96,557,11106.29,36,12.96,Furniture/Appliances,Rent,0
2492,2023-06-07,39,Male,Single,0.0,Universität/FH,Self-employed,60092.51,697,25758.65,60,7.46,Home improvement,Own,0
2493,2024-10-22,32,Male,Divorced,2.0,Lehre/AHS,Employed,31068.29,597,5346.76,36,10.83,Furniture/Appliances,Mortgage,0
2494,2023-11-23,40,Male,Single,0.0,Lehre/AHS,Employed,82584.43,789,24138.99,48,3.45,Other,Rent,0
2495,2024-03-21,60,Male,Single,0.0,Pflichtschule,Employed,55791.4,622,6276.54,12,10.77,Education,Mortgage,0
2496,2024-03-07,18,Female,Married,0.0,Universität/FH,Student,3899.36,589,15970.17,72,11.35,Home improvement,Rent,0
2497,2024-05-07,20,Female,Married,1.0,Lehre/AHS,Employed,65390.8,695,17935.45,36,6.38,Car,Rent,0
2498,2025-01-29,62,Female,Married,3.0,Lehre/AHS,Employed,68053.03,690,12136.43,48,6.71,Home improvement,Rent,0
2499,2025-04-24,34,Female,Married,3.0,Universität/FH,Employed,33993.96,696,13081.85,24,8.7,Other,Own,0
2500,2023-12-18,53,Female,Divorced,0.0,Universität/FH,Employed,39658.07,634,13185.78,24,9.33,Other,Mortgage,0
2501,2024-12-18,36,Female,Single,,Universität/FH,Employed,34431.97,621,22826.12,72,8.5,Car,Rent,0
2502,2024-10-24,61,Male,Single,0.0,Pflichtschule,Employed,71151.82,706,5090.33,12,4.53,Education,Mortgage,0
2503,2024-05-06,32,Male,Divorced,0.0,Universität/FH,Part-time,29711.69,601,6494.08,60,8.95,Car,Rent,1
2504,2025-04-08,34,Female,Single,1.0,Lehre/AHS,Employed,62009.15,721,2431.26,60,4.84,Home improvement,Rent,0
2505,2023-06-05,41,Male,Married,0.0,Pflichtschule,Self-employed,98456.68,732,10066.44,36,5.64,Other,Rent,0
2506,2023-03-31,88,Female,Married,0.0,Lehre/AHS,Retired,9939.99,697,17351.17,48,7.63,Home improvement,Own,0
2507,2025-01-17,42,Female,Married,1.0,Lehre/AHS,Employed,68432.7,722,12062.13,60,4.97,Home improvement,Rent,0
2508,2024-01-23,32,Female,Married,1.0,Pflichtschule,Part-time,31195.64,568,16535.49,48,11.84,Car,Mortgage,0
2509,2025-01-10,48,Male,Single,0.0,Lehre/AHS,Employed,45709.38,652,21483.47,72,5.51,Car,Rent,0
2510,2025-02-20,75,Female,Divorced,0.0,Lehre/AHS,Retired,23701.71,662,9461.84,36,9.07,Other,Own,0
2511,2023-02-27,62,Male,Single,0.0,Lehre/AHS,Part-time,24752.27,747,7617.54,48,4.24,Other,Mortgage,0
2512,2025-02-13,71,Female,Married,0.0,Lehre/AHS,Employed,52915.73,675,1922.47,36,8.79,Other,Own,0
2513,2024-01-31,25,Male,Single,3.0,Lehre/AHS,Employed,,561,15780.33,36,13.31,Car,Rent,0
2514,2024-03-20,29,Female,Married,1.0,Universität/FH,Employed,50436.03,645,7865.18,12,11.12,Education,Rent,0
2515,2024-06-13,49,Female,Married,,Pflichtschule,Part-time,21908.09,616,15186.84,60,7.74,Car,Own,0
2516,2025-03-18,60,Male,Widowed,1.0,Lehre/AHS,Retired,22586.07,547,23318.27,48,14.56,Car,Mortgage,0
2517,2023-01-19,28,Male,Married,0.0,Lehre/AHS,Employed,,740,24704.83,48,5.31,Home improvement,Rent,0
2518,2024-02-26,33,Female,Married,1.0,Universität/FH,Part-time,62961.4,604,9462.56,48,11.44,Home improvement,Own,0
2519,2024-09-05,46,Male,Divorced,0.0,Pflichtschule,Employed,,691,17776.73,36,6.15,Car,Rent,0
2520,2024-09-27,24,Female,Married,0.0,Lehre/AHS,Self-employed,35643.12,593,24936.75,48,9.78,Car,Own,0
2521,2024-09-09,42,Male,Married,1.0,Lehre/AHS,Employed,,746,11698.5,48,5.55,Furniture/Appliances,Mortgage,0
2522,2023-04-19,44,Female,Married,0.0,Universität/FH,Employed,35021.27,661,16776.03,48,5.99,Car,Rent,0
2523,2023-09-22,44,Female,Married,0.0,Lehre/AHS,Part-time,29554.73,638,11893.36,60,10.5,Car,Rent,0
2524,2023-11-02,48,Male,Married,1.0,Lehre/AHS,Part-time,34630.61,694,23784.13,60,6.2,Home improvement,Rent,0
2525,2024-11-22,42,Male,Single,0.0,Pflichtschule,Employed,51908.36,636,22919.29,48,7.42,Car,Rent,0
2526,2023-09-08,49,Female,Married,0.0,Universität/FH,Self-employed,76653.89,715,17804.41,48,5.61,Home improvement,Mortgage,0
2527,2023-06-14,40,Male,Married,1.0,Lehre/AHS,Employed,68664.84,662,14577.96,48,6.82,Other,Rent,0
2528,2025-04-09,39,Male,Divorced,1.0,Lehre/AHS,Employed,49142.05,641,14074.46,48,10.09,Car,Rent,0
2529,2023-01-10,51,Female,Divorced,0.0,Lehre/AHS,Employed,24933.91,648,11956.0,24,9.77,Other,Own,0
2530,2025-05-06,27,Male,Married,1.0,Lehre/AHS,Employed,69543.76,637,18573.67,48,8.79,Car,Rent,0
2531,2024-08-22,25,Male,Married,0.0,Lehre/AHS,Employed,55197.34,681,23013.78,36,5.44,Car,Mortgage,0
2532,2024-12-19,31,Female,Married,1.0,Lehre/AHS,Employed,42985.35,690,10397.12,36,5.91,Furniture/Appliances,Mortgage,0
2533,2023-09-20,27,Male,Married,2.0,Universität/FH,Employed,44186.32,566,10929.66,36,14.32,Furniture/Appliances,Rent,0
2534,2023-01-16,44,Male,Divorced,1.0,Lehre/AHS,Other,25464.67,725,19189.93,60,5.62,Home improvement,Mortgage,0
2535,2024-10-08,59,Male,Divorced,0.0,Universität/FH,Retired,28894.05,716,21253.42,48,4.62,Car,Rent,0
2536,2024-12-30,46,Female,Divorced,1.0,Pflichtschule,Employed,39259.42,582,6568.33,24,9.62,Education,Mortgage,0
2537,2024-10-09,50,Female,Single,0.0,Universität/FH,Employed,,578,11833.82,24,11.71,Other,Own,0
2538,2023-04-25,42,Female,Divorced,1.0,Lehre/AHS,Employed,61982.77,735,6878.47,48,5.16,Other,Rent,0
2539,2024-10-17,45,Male,Widowed,2.0,Lehre/AHS,Other,24476.68,684,6888.51,36,6.4,Furniture/Appliances,Rent,0
2540,2024-10-28,45,Male,Married,0.0,Lehre/AHS,Unemployed,10873.87,683,9207.01,24,9.36,Furniture/Appliances,Rent,0
2541,2024-07-18,26,Male,Married,2.0,Lehre/AHS,Part-time,,580,13252.4,48,10.18,Other,Mortgage,0
2542,2024-10-24,19,Male,Married,0.0,Lehre/AHS,Employed,51329.68,766,4698.01,12,4.83,Education,Mortgage,0
2543,2025-01-10,39,Female,Married,1.0,Lehre/AHS,Employed,39199.34,628,4616.84,48,9.35,Other,Mortgage,0
2544,2024-06-03,90,Male,Widowed,1.0,Lehre/AHS,Retired,21080.75,688,1623.5,36,7.98,Other,Own,0
2545,2023-03-17,35,Male,Married,1.0,Pflichtschule,Employed,67729.0,703,4215.99,24,5.14,Furniture/Appliances,Mortgage,0
2546,2024-03-05,21,Male,Married,1.0,Lehre/AHS,Employed,66802.01,754,11223.1,72,3.58,Home improvement,Rent,0
2547,2023-03-09,53,Female,Married,2.0,Lehre/AHS,Part-time,25397.83,678,11873.69,60,6.87,Home improvement,Mortgage,0
2548,2023-12-18,29,Female,Married,1.0,Lehre/AHS,Employed,61334.53,711,8585.82,48,4.8,Other,Rent,0
2549,2023-12-18,61,Female,Divorced,0.0,Lehre/AHS,Employed,29822.9,687,13974.91,48,6.23,Car,Rent,0
2550,2023-03-01,50,Female,Married,0.0,Lehre/AHS,Part-time,17787.08,594,10937.29,48,8.09,Car,Mortgage,0
2551,2023-10-24,66,Male,Married,0.0,Lehre/AHS,Retired,,584,20632.82,72,9.17,Car,Own,0
2552,2023-04-03,39,Male,Single,0.0,Lehre/AHS,Self-employed,34770.6,662,10634.84,36,7.01,Other,Mortgage,0
2553,2024-11-26,49,Male,Married,1.0,Lehre/AHS,Employed,67090.43,622,7242.67,12,11.17,Education,Mortgage,0
2554,2025-04-02,37,Female,Married,1.0,Pflichtschule,Employed,35527.64,688,24075.19,48,6.52,Car,Rent,0
2555,2023-03-06,53,Female,Divorced,1.0,Lehre/AHS,Employed,67189.08,697,21961.79,60,7.24,Car,Rent,0
2556,2025-04-08,39,Female,Single,0.0,Pflichtschule,Other,,644,8344.0,36,9.57,Furniture/Appliances,Rent,0
2557,2024-03-29,35,Female,Single,0.0,Lehre/AHS,Employed,89951.94,640,21132.04,72,11.43,Home improvement,Mortgage,0
2558,2023-09-22,39,Female,Single,0.0,Lehre/AHS,Employed,86776.45,741,27120.29,60,3.97,Car,Own,0
2559,2023-03-09,42,Female,Married,1.0,Lehre/AHS,Employed,,690,6616.62,24,8.82,Other,Rent,0
2560,2024-03-13,59,Female,Widowed,0.0,Lehre/AHS,Retired,,611,10310.78,48,9.7,Furniture/Appliances,Rent,0
2561,2024-11-15,54,Female,Married,1.0,Pflichtschule,Employed,37074.57,772,6127.47,48,4.28,Furniture/Appliances,Mortgage,0
2562,2024-09-18,51,Male,Married,0.0,Lehre/AHS,Other,27363.94,651,11095.17,36,7.54,Other,Mortgage,0
2563,2023-02-16,30,Female,Married,2.0,Lehre/AHS,Unemployed,7844.76,584,25347.7,36,10.22,Car,Own,0
2564,2023-03-07,52,Female,Single,0.0,Universität/FH,Part-time,12752.89,615,13084.33,48,10.6,Home improvement,Own,0
2565,2023-12-12,43,Male,Married,1.0,Lehre/AHS,Other,0.0,572,1000.0,48,13.86,Home improvement,Mortgage,0
2566,2023-09-20,64,Female,Married,1.0,Lehre/AHS,Employed,,759,7703.94,48,5.3,Other,Rent,0
2567,2023-06-30,86,Female,Married,0.0,Lehre/AHS,Retired,23233.08,725,15234.76,48,3.38,Car,Own,0
2568,2023-09-12,23,Male,Divorced,0.0,Lehre/AHS,Employed,82859.21,712,3851.57,12,5.86,Education,Mortgage,0
2569,2024-11-22,60,Female,Married,0.0,Lehre/AHS,Employed,43202.57,697,23446.01,48,7.75,Home improvement,Mortgage,0
2570,2025-03-20,22,Male,Married,0.0,Universität/FH,Retired,34181.71,716,12661.85,24,4.56,Other,Rent,0
2571,2023-12-14,41,Female,Divorced,0.0,Lehre/AHS,Employed,36386.64,656,6402.23,36,7.11,Other,Rent,0
2572,2025-03-04,44,Female,Widowed,3.0,Pflichtschule,Self-employed,,701,15078.04,60,4.23,Car,Mortgage,0
2573,2023-10-06,33,Male,Married,1.0,Lehre/AHS,Part-time,39646.36,627,15422.97,48,11.46,Car,Mortgage,0
2574,2024-02-23,53,Male,Single,0.0,Lehre/AHS,Employed,21952.83,639,16401.37,36,9.6,Car,Mortgage,0
2575,2023-06-26,19,Female,Married,0.0,Lehre/AHS,Employed,42846.57,672,23068.61,72,6.54,Home improvement,Rent,0
2576,2024-06-24,33,Male,Married,0.0,Lehre/AHS,Employed,45220.28,512,9449.55,48,12.21,Other,Mortgage,0
2577,2025-04-23,41,Male,Single,0.0,Universität/FH,Employed,,653,30658.07,48,7.48,Car,Mortgage,0
2578,2024-05-27,49,Female,Single,0.0,Lehre/AHS,Employed,35452.54,682,14721.83,60,6.01,Home improvement,Own,0
2579,2023-10-31,77,Male,Single,0.0,Lehre/AHS,Retired,30252.21,671,7121.78,24,9.15,Other,Mortgage,0
2580,2024-06-28,51,Male,Married,0.0,Pflichtschule,Employed,71812.82,664,14638.85,36,7.74,Other,Own,0
2581,2023-04-12,52,Female,Married,0.0,Universität/FH,Part-time,11738.75,673,2989.57,36,6.9,Furniture/Appliances,Mortgage,0
2582,2025-02-18,36,Female,Married,1.0,Lehre/AHS,Employed,40621.67,635,10942.24,48,11.13,Other,Rent,0
2583,2024-03-15,21,Female,Single,0.0,Lehre/AHS,Employed,36671.81,578,13939.13,48,11.25,Car,Rent,0
2584,2024-02-01,28,Female,Married,,Universität/FH,Self-employed,73061.27,752,9089.35,48,3.11,Car,Rent,0
2585,2024-05-14,36,Male,Single,0.0,Lehre/AHS,Employed,65878.41,745,19411.76,48,4.86,Car,Rent,0
2586,2024-06-12,50,Male,Single,0.0,Lehre/AHS,Employed,47938.14,632,20843.43,48,8.39,Home improvement,Own,0
2587,2023-03-06,44,Male,Married,0.0,Universität/FH,Part-time,17105.87,648,16497.48,72,11.38,Home improvement,Rent,0
2588,2024-09-02,55,Female,Married,0.0,Lehre/AHS,Retired,28262.47,715,15656.15,60,5.03,Home improvement,Own,0
2589,2023-07-18,45,Female,Married,0.0,Universität/FH,Unemployed,8113.91,657,7006.09,48,6.6,Car,Mortgage,0
2590,2024-09-23,24,Female,Married,3.0,Universität/FH,Employed,24207.18,649,19225.18,36,9.19,Car,Own,0
2591,2024-12-11,30,Female,Single,0.0,Universität/FH,Employed,24946.86,666,19274.06,60,7.22,Car,Mortgage,0
2592,2024-11-22,58,Female,Married,3.0,Lehre/AHS,Employed,49712.33,662,13106.31,36,7.46,Other,Mortgage,0
2593,2024-04-19,49,Male,Single,0.0,Lehre/AHS,Other,11180.05,672,4709.34,48,8.28,Other,Mortgage,0
2594,2024-03-27,61,Male,Single,0.0,Lehre/AHS,Employed,99724.24,659,24148.28,36,5.93,Car,Own,0
2595,2023-04-25,29,Male,Married,,Lehre/AHS,Employed,37470.63,693,17453.11,48,6.58,Car,Rent,0
2596,2024-10-30,78,Male,Married,0.0,Lehre/AHS,Retired,26075.29,680,8503.5,36,8.24,Other,Mortgage,0
2597,2023-09-05,35,Female,Single,2.0,Pflichtschule,Other,17486.44,631,22639.7,48,10.36,Car,Own,0
2598,2024-03-11,21,Male,Single,1.0,Universität/FH,Student,1924.99,572,4052.87,24,13.4,Other,Rent,0
2599,2023-09-13,81,Female,Married,0.0,Universität/FH,Unemployed,2716.93,669,20769.44,48,8.02,Home improvement,Mortgage,0
2600,2023-04-19,34,Female,Married,1.0,Lehre/AHS,Employed,45599.4,669,5517.51,60,7.97,Home improvement,Mortgage,0
2601,2024-06-14,51,Male,Single,0.0,Lehre/AHS,Self-employed,,622,7310.35,24,10.09,Education,Mortgage,0
2602,2023-02-20,30,Male,Married,3.0,Pflichtschule,Employed,54180.47,606,18822.64,36,9.96,Car,Rent,0
2603,2024-10-15,43,Male,Single,0.0,Lehre/AHS,Employed,49834.94,594,19231.15,48,9.7,Car,Mortgage,0
2604,2023-10-05,89,Male,Married,1.0,Lehre/AHS,Retired,28205.59,684,1000.0,36,8.15,Other,Mortgage,0
2605,2023-01-02,33,Female,Single,0.0,Universität/FH,Self-employed,105704.18,707,7046.21,48,5.47,Other,Mortgage,0
2606,2024-03-21,53,Male,Married,3.0,Pflichtschule,Employed,42964.24,765,7369.33,24,4.7,Furniture/Appliances,Mortgage,0
2607,2023-02-14,28,Female,Single,1.0,Lehre/AHS,Part-time,17679.33,650,17743.12,24,6.73,Other,Rent,0
2608,2023-09-07,51,Female,Married,,Lehre/AHS,Employed,23808.73,565,9820.4,36,15.0,Other,Own,0
2609,2024-09-18,28,Female,Married,1.0,Lehre/AHS,Employed,39835.83,661,16735.16,36,7.91,Car,Mortgage,0
2610,2023-02-27,28,Female,Married,0.0,Lehre/AHS,Other,18940.18,706,20835.61,60,3.54,Home improvement,Rent,0
2611,2025-01-03,34,Male,Single,0.0,Lehre/AHS,Employed,43917.33,631,17474.18,48,9.58,Car,Mortgage,0
2612,2023-01-04,33,Male,Married,1.0,Universität/FH,Employed,60176.55,745,25161.06,72,3.51,Car,Mortgage,0
2613,2023-07-26,71,Male,Married,1.0,Lehre/AHS,Retired,24643.93,673,8784.05,36,7.76,Furniture/Appliances,Own,0
2614,2024-10-09,44,Male,Married,0.0,Lehre/AHS,Employed,32974.65,696,15502.22,36,7.14,Car,Mortgage,0
2615,2023-10-04,26,Female,Married,1.0,Lehre/AHS,Part-time,24160.72,739,24689.33,48,4.33,Car,Rent,0
2616,2023-03-27,44,Female,Married,0.0,Lehre/AHS,Self-employed,36599.08,584,19207.25,72,11.26,Home improvement,Mortgage,0
2617,2023-11-03,26,Male,Married,2.0,Lehre/AHS,Employed,54298.54,743,24478.54,60,4.5,Car,Own,0
2618,2023-09-05,47,Male,Married,0.0,Lehre/AHS,Employed,42653.09,665,19089.42,72,7.23,Car,Rent,0
2619,2025-01-07,87,Male,Widowed,0.0,Pflichtschule,Retired,20782.55,625,23005.66,60,7.26,Car,Own,1
2620,2023-10-03,36,Female,Single,0.0,Lehre/AHS,Unemployed,,642,19602.44,24,10.31,Other,Own,0
2621,2024-11-12,56,Female,Single,0.0,Lehre/AHS,Employed,39345.09,744,6342.8,12,5.87,Education,Own,0
2622,2025-02-20,42,Female,Married,2.0,Lehre/AHS,Self-employed,116523.08,752,8006.79,36,4.39,Other,Mortgage,0
2623,2024-01-18,28,Female,Widowed,0.0,Pflichtschule,Employed,56409.46,588,17719.8,48,10.04,Other,Rent,0
2624,2025-03-06,49,Male,Widowed,,Lehre/AHS,Unemployed,11751.36,612,13335.54,24,11.32,Other,Mortgage,0
2625,2023-11-16,37,Male,Married,0.0,Lehre/AHS,Unemployed,9562.23,697,17747.57,36,6.13,Car,Rent,0
2626,2025-04-14,48,Male,Married,1.0,Lehre/AHS,Employed,25595.69,668,18675.63,48,7.58,Other,Mortgage,0
2627,2023-03-17,56,Male,Married,0.0,Lehre/AHS,Retired,19552.83,646,6576.08,72,11.45,Home improvement,Mortgage,0
2628,2024-09-04,39,Female,Married,0.0,Lehre/AHS,Employed,34005.71,593,22645.82,36,7.91,Car,Rent,0
2629,2024-03-08,82,Female,Married,,Pflichtschule,Retired,19562.19,626,11439.47,24,11.73,Furniture/Appliances,Own,0
2630,2023-11-24,53,Female,Divorced,0.0,Lehre/AHS,Employed,42157.2,606,25358.72,60,9.33,Car,Mortgage,1
2631,2024-06-18,41,Female,Married,2.0,Pflichtschule,Employed,53662.12,604,15500.15,48,9.45,Car,Mortgage,0
2632,2024-09-16,46,Male,Married,1.0,Pflichtschule,Employed,57233.14,637,13797.2,60,8.75,Car,Mortgage,0
2633,2023-01-04,35,Male,Married,3.0,Universität/FH,Employed,78042.48,642,16606.54,60,10.63,Home improvement,Mortgage,0
2634,2023-05-11,86,Female,Married,2.0,Lehre/AHS,Retired,19317.59,630,13523.74,48,11.38,Other,Mortgage,0
2635,2024-09-20,55,Female,Married,0.0,Lehre/AHS,Employed,46669.38,625,14610.2,48,10.53,Car,Mortgage,0
2636,2024-08-02,25,Male,Married,0.0,Lehre/AHS,Employed,,739,6603.57,36,5.28,Education,Rent,0
2637,2025-04-15,33,Female,Single,0.0,Pflichtschule,Employed,46482.94,628,12712.57,48,9.57,Car,Own,0
2638,2024-10-22,46,Female,Single,0.0,Lehre/AHS,Part-time,35612.27,741,22425.91,60,4.67,Home improvement,Mortgage,0
2639,2025-04-04,18,Male,Married,0.0,Universität/FH,Student,4247.72,611,17143.59,48,10.19,Car,Rent,0
2640,2024-09-16,24,Female,Married,0.0,Universität/FH,Student,845.51,654,9179.87,36,6.73,Other,Rent,0
2641,2023-09-22,36,Male,Single,0.0,Lehre/AHS,Employed,49974.67,694,14321.59,36,9.34,Other,Rent,0
2642,2023-03-29,26,Female,Married,1.0,Lehre/AHS,Employed,42444.21,627,23856.02,60,8.82,Car,Mortgage,0
2643,2024-11-06,44,Female,Single,0.0,Lehre/AHS,Employed,90569.78,680,12369.73,24,8.58,Other,Mortgage,0
2644,2024-06-26,30,Female,Single,0.0,Lehre/AHS,Employed,38002.59,648,8058.96,36,10.39,Education,Mortgage,0
2645,2023-02-14,34,Male,Widowed,1.0,Pflichtschule,Employed,36879.76,690,22045.23,36,7.8,Car,Mortgage,0
2646,2023-11-03,50,Male,Divorced,0.0,Lehre/AHS,Part-time,30991.57,666,25132.73,72,8.39,Home improvement,Mortgage,0
2647,2025-04-08,36,Male,Single,3.0,Lehre/AHS,Employed,,647,1446.08,36,10.86,Other,Rent,0
2648,2024-03-13,34,Male,Married,0.0,Pflichtschule,Employed,50689.14,709,14583.03,60,5.93,Home improvement,Mortgage,0
2649,2024-01-17,32,Female,Single,0.0,Lehre/AHS,Employed,39487.72,690,14285.54,60,7.43,Home improvement,Rent,0
2650,2024-02-08,38,Female,Widowed,1.0,Lehre/AHS,Employed,59453.68,786,13467.2,72,4.35,Home improvement,Rent,0
2651,2023-06-13,19,Male,Single,0.0,Lehre/AHS,Unemployed,7513.6,633,18482.0,48,9.74,Home improvement,Rent,0
2652,2023-11-09,27,Male,Single,0.0,Pflichtschule,Employed,46163.92,659,21069.98,60,6.49,Car,Rent,0
2653,2023-11-10,20,Male,Married,0.0,Lehre/AHS,Unemployed,8517.89,650,10474.46,24,8.42,Furniture/Appliances,Rent,0
2654,2023-02-17,59,Male,Married,1.0,Lehre/AHS,Retired,34916.87,623,3632.25,36,12.08,Education,Mortgage,0
2655,2024-10-25,49,Male,Single,0.0,Pflichtschule,Employed,57481.04,600,10584.42,24,11.22,Education,Rent,0
2656,2024-01-02,55,Male,Married,0.0,Pflichtschule,Retired,17473.05,630,6827.08,48,9.86,Furniture/Appliances,Mortgage,0
2657,2024-12-11,54,Female,Single,0.0,Lehre/AHS,Part-time,14499.75,702,21433.78,60,4.68,Car,Mortgage,0
2658,2025-01-15,50,Male,Divorced,0.0,Lehre/AHS,Employed,100205.94,756,18968.79,48,3.04,Car,Own,0
2659,2023-06-15,41,Female,Single,0.0,Universität/FH,Employed,62315.33,602,10405.33,24,11.74,Other,Rent,0
2660,2024-07-17,50,Female,Divorced,1.0,Lehre/AHS,Employed,57261.23,724,11255.63,48,4.59,Home improvement,Own,0
2661,2024-02-21,24,Male,Married,3.0,Lehre/AHS,Student,3048.55,518,8617.41,24,13.18,Furniture/Appliances,Rent,0
2662,2025-02-11,47,Female,Married,1.0,Lehre/AHS,Employed,72316.1,711,22900.48,36,4.45,Car,Mortgage,0
2663,2023-06-19,51,Female,Widowed,,Lehre/AHS,Employed,28988.22,690,7991.33,48,5.75,Car,Mortgage,0
2664,2024-08-26,42,Female,Widowed,1.0,Pflichtschule,Employed,55513.14,605,18357.26,60,8.04,Car,Own,0
2665,2024-05-29,43,Male,Married,1.0,Lehre/AHS,Employed,44539.94,722,5266.84,12,5.11,Education,Rent,0
2666,2023-09-20,35,Male,Single,0.0,Lehre/AHS,Employed,47675.59,755,14963.21,24,3.73,Furniture/Appliances,Mortgage,0
2667,2023-04-20,49,Female,Married,1.0,Pflichtschule,Employed,54987.59,690,10580.21,36,6.54,Furniture/Appliances,Rent,0
2668,2024-07-05,49,Female,Married,2.0,Lehre/AHS,Self-employed,37992.47,679,17500.3,48,5.85,Other,Rent,0
2669,2024-10-08,60,Male,Married,0.0,Lehre/AHS,Employed,44673.8,742,22790.58,48,2.72,Car,Mortgage,0
2670,2023-10-04,27,Male,Married,0.0,Lehre/AHS,Employed,43738.42,605,20411.79,48,9.98,Car,Rent,0
2671,2024-06-27,46,Male,Single,3.0,Lehre/AHS,Employed,25953.62,611,21820.79,48,9.66,Car,Rent,0
2672,2023-11-30,37,Male,Married,1.0,Universität/FH,Employed,67941.93,656,22860.82,48,7.57,Home improvement,Rent,0
2673,2024-09-23,62,Female,Married,0.0,Lehre/AHS,Retired,14714.6,663,18750.59,36,6.73,Other,Rent,0
2674,2023-06-05,42,Male,Single,0.0,Lehre/AHS,Employed,,698,11510.26,36,8.07,Other,Mortgage,0
2675,2025-02-19,42,Male,Married,1.0,Universität/FH,Employed,47033.86,634,10639.48,72,8.96,Home improvement,Rent,0
2676,2023-09-15,44,Female,Married,1.0,Pflichtschule,Self-employed,90847.86,671,10773.72,48,7.31,Furniture/Appliances,Mortgage,0
2677,2023-11-09,53,Male,Married,0.0,Pflichtschule,Employed,27615.34,641,5734.13,48,10.71,Other,Rent,0
2678,2023-02-22,67,Female,Single,0.0,Lehre/AHS,Retired,26230.64,674,9171.19,36,7.45,Furniture/Appliances,Own,0
2679,2023-04-03,18,Female,Married,0.0,Lehre/AHS,Student,3712.68,592,23406.57,36,11.42,Car,Rent,0
2680,2024-03-25,20,Male,Single,0.0,Lehre/AHS,Unemployed,14049.8,591,7675.77,24,9.67,Furniture/Appliances,Rent,0
2681,2023-09-01,68,Female,Married,1.0,Lehre/AHS,Retired,11259.95,565,4190.36,24,12.05,Education,Own,0
2682,2025-01-01,43,Female,Married,0.0,Pflichtschule,Self-employed,27163.96,661,6636.35,48,7.52,Furniture/Appliances,Rent,0
